0	0	0	0	0	0	0	0	0	0.3061	0.4744	0.6122	0.3826	0.4132	0.4132	0.352	0.4591	0.3979	0.4285	0.5816
1.041	0.7958	0.3826	0.2755	0.4591	0.5203	0.6122	0.505	0.4744	0.5969	0.2449	0.153	0.153	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.9795	0.8111	0.7805	1.025	0.7805	0.7652	0.6275	0.3367	0.551	0.5203	0.6428	0.857	0.551	0.4591	0	0	0	0	0	0
0	0	0.3061	0.3061	0.3061	0.3061	0.3061	0.153	0.153	0.153	0.153	0.153	0.153	0.2602	0.3061	0.3061	0.3061	0.2602	0.153	0.153
0.3061	0.3061	0.3061	0.153	0.153	0.153	0.153	0.153	0.153	0.2602	0.3061	0.3061	0.3061	0.2602	0.153	0.153	0.3979	0.3061	0.4438	0.5816
0.3061	0.2755	0.1837	0.153	0.2755	0.3061	0.3061	0.153	0.1683	0.153	0.153	0.153	0.153	0	0	0	0	0	0	0
0.857	0.704	0.8723	0.9029	1.087	1.056	1.071	0.9795	0.9642	1.117	1.01	0.9948	0.7652	0.4744	0.6581	1.01	0.9183	0.9029	0.6581	0.5816
0.9183	0.9948	1.041	1.102	0.9795	1.025	0.9642	1.133	0.9489	0.9489	0.6275	0.5356	0.8417	0.9489	0.9183	0.8264	0.5969	0.6581	0.7652	0.7652
1.117	0.9336	0.9948	1.056	1.102	0.9489	0.8876	0.5816	0.551	0.9336	0.9183	0.9183	0.7652	0.5663	0.7193	0.7652	0.7499	0.5816	0.3061	0.1871
0.7958	0.5816	0.6887	0.7652	0.7652	0.5969	0.3279	0.1722	0.3214	0.6122	0.6122	0.551	0.4591	0.6275	0.7346	0.7652	0.7805	0.6122	0.6122	0.7193
0.7652	0.7805	0.7193	0.6122	0.6122	0.7652	0.6428	0.4591	0.2602	0.2211	0.3061	0.4285	0.6581	0.7482	0	0	0	0	0	0
0.4285	0.1837	0.3061	0.3061	0.2449	0.2602	0.3061	0.2296	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153	0.153
2.586	3.091	3.015	3.076	2.25	1.301	1.056	0.4744	0.5663	0.8111	0.9183	1.316	1.316	1.377	1.163	1.102	0.857	0.6275	0.6428	0.704
