0	0	0	0	0	0	0	0	0.03752	1.073	3.636	3.782	2.337	2.202	1.977	2.007	2.12	1.891	1.216	1.324
1.306	1.051	0.6678	0.7091	1.159	1.336	1.399	1.422	1.951	2.896	2.448	0	0	0	0	0	0	0	0	0
1.118	1.021	0.7841	0.7579	0.8892	1.126	1.118	1.084	1.066	1.122	1.227	1.062	1.077	1.009	0.9155	0.9455	0.7879	0.6566	0.5215	0.4277
0.6753	0.544	0.5028	0.6266	0.8592	0.9605	1.144	1.096	0.9342	1.129	1.407	1.52	1.617	1.054	0.9417	0.908	1.088	1.144	1.253	1.291
3.005	2.63	3.009	3.118	3.167	2.791	2.311	3.054	4.142	5.692	6.329	5.497	4.555	2.289	0.05253	0.03752	0.03752	0	0	0
0.8104	0.923	1.013	1.407	1.433	1.606	1.324	1.553	3.883	5.361	5.962	5.388	4.986	7.286	7.725	6.919	5.939	6.382	6.851	7.965
1.433	1.606	1.324	1.553	3.883	5.361	5.962	5.388	4.986	7.286	7.725	6.919	5.939	6.382	6.851	7.965	5.14	4.427	3.009	3.2
1.493	1.279	1.028	0.6078	0.6716	0.7579	0.8104	0.6566	0.7879	0.7654	0.7804	0.7204	1.039	0.9417	0.07504	0.07504	0.1088	0.1126	0.1126	0.09755
5.058	3.812	4.983	5.32	5.35	4.93	4.694	4.649	5.519	8.145	9.545	8.885	7.646	5.365	6.945	9.072	9.879	8.502	6.311	4.923
5.095	5.579	5.001	4.814	4.772	4.694	6.615	8.821	9.676	8.097	6.686	5.774	7.977	9.346	9.627	7.526	5.71	5.054	6.307	7.463
4.724	4.806	4.862	7.106	9.196	9.477	7.89	6.194	6.037	8.461	9.522	9.301	7.095	5.38	5.275	6.551	7.549	7.057	5.343	5.388
7.297	5.553	5.17	6.423	7.519	7.177	5.474	5.313	5.887	8.31	9.275	7.493	6.566	5.073	6.6	7.084	6.374	5.005	4.03	4.27
6.937	7.076	5.924	4.622	4.03	4.408	4.694	5.268	5.872	9.091	10.75	9.871	10.49	5.83	0.03752	0	0	0	0	0
0.7879	0.6341	0.7316	0.8367	0.908	0.7466	0.8329	1.231	1.595	1.977	1.883	1.917	1.842	1.583	1.261	1.242	1.354	1.557	1.377	0.7579
4.776	5.819	6.044	4.799	5.219	5.193	4.941	4.454	4.446	4.637	5.02	4.971	4.765	4.75	6.502	6.483	5.35	4.101	3.497	4.243
0.6303	0.6866	2.881	3.643	4.686	5.133	6.213	5.256	5.088	5.196	5.05	4.791	4.266	4.529	4.964	5.136	4.769	4.63	5.598	6.682
1.298	1.257	1.227	0.9455	1.216	1.253	0.8742	0.8629	1.069	2.225	2.33	2.352	2.412	2.214	2.109	0	0	0	0	0
2.48	2.765	2.476	1.651	0.893	1.081	1.666	1.748	1.989	2.105	2.367	2.814	2.829	2.405	2.161	1.895	1.572	1.216	1.177	0
2.51	2.709	2.566	2.09	2.041	1.91	1.748	1.538	1.831	2.026	2.401	2.908	2.379	2.259	0.9005	1.006	1.309	1.636	1.597	0
0.394	0.559	0.6791	0.7091	0.8254	0.8254	1.126	1.392	1.339	1.347	1.167	1.298	1.238	1.242	0.9417	1.051	1.313	1.662	1.628	1.842
1.339	1.347	1.167	1.298	1.238	1.242	0.9417	1.051	1.313	1.662	1.628	1.842	1.67	1.598	2.518	2.709	2.574	1.688	1.324	1.107
0.9305	1.054	1.373	1.681	1.628	1.868	1.613	1.655	2.585	2.686	2.559	1.58	1.347	1.073	1.437	1.388	1.474	1.535	1.463	1.471
1.197	0.893	0.968	1.152	1.111	0.9868	0.6979	0.9492	1.137	1.437	1.632	1.598	1.632	1.94	1.666	1.797	0.998	1.058	0.8179	0.544
1.171	0.6341	0.5553	0.7354	0.8217	0.983	1.077	1.148	1.152	1.606	1.688	1.696	1.602	1.482	1.272	1.422	0.998	0.8292	0.6303	0.8179
0	0	0	0	0	1.205	1.557	2.049	2.206	2.206	1.756	1.542	1.497	1.523	1.737	1.782	1.666	1.114	1.107	0.8742
0	0	1.782	1.966	2.48	2.953	3.065	4.075	3.827	3.718	3.639	4.146	4.517	3.936	2.21	0.03752	0	0.03752	0.03752	0.03752
0	0	0	0	0	1.838	2.067	2.975	2.881	3.448	4.135	3.771	3.696	3.771	4.442	4.322	3.215	1.112	0	0
3.684	2.701	2.623	2.488	2.9	2.934	2.521	2.101	1.88	1.88	1.989	1.895	2.356	2.686	2.285	1.861	1.302	1.617	1.887	1.655
0.03752	0	0.03752	0.03752	0.03752	0.03752	0	0	0	2.165	1.801	1.91	2.259	2.097	1.302	1.328	1.76	1.306	0.06753	0.07504
0.03752	0.03752	0	0	0	0.7954	0.8329	1.872	2.442	3.069	3.155	2.488	2.401	1.797	1.827	1.996	1.838	1.448	0.1251	0
0.8067	0.8217	0.7504	0.8479	1.201	1.444	1.868	3.572	3.628	4.075	4.63	3.917	3.253	2.559	1.613	1.373	1.032	1.017	1.017	0.968
2.27	1.943	1.418	0.8254	0.7766	0.9717	0.8367	0.8704	1.126	1.493	1.7	1.204	1.339	1.279	1.883	1.876	1.974	1.111	0.7729	0.6678
0.5065	0.5065	0.9717	1.685	1.936	1.775	1.444	1.429	1.805	1.868	5.076	7.92	8.134	7.973	5.722	5.857	7.346	7.155	4.705	3.399
0.03752	0.03752	0.03752	0	0	1.792	3.227	2.851	3.054	3.317	4.026	3.516	1.726	0.03752	0	0.03752	0.03752	0.05253	0.05628	0.03752
0.5966	0.7429	0.8817	0.8479	0.6566	0.7954	0.7992	0.8742	0.893	0.7654	0.8179	0.7541	0.6078	0.544	0.559	0.5403	0.6153	0.5215	0	0
0	0	0	0	0	1.713	2.274	2.806	2.589	2.086	2.142	2.401	2.518	2.611	2.12	1.703	1.411	1.163	1.099	0.03752
0	0	0	0	0	0.6253	0.9755	1.61	1.767	1.647	1.234	1.204	1.501	1.726	1.61	1.081	0.7166	0.7841	0.7691	0.7729
1.475	1.703	1.538	1.373	1.388	1.433	1.407	1.459	1.868	2.281	2.506	2.337	1.733	1.73	2.071	2.217	2.127	1.414	1.189	1.726
1.084	1.043	1.174	1.092	0.9717	1.186	1.388	1.523	2.101	2.229	2.049	1.655	1.114	1.805	2.105	1.745	1.077	0.8855	0.5966	0.4502
0	0	0	0.6979	0.6791	0.8104	0.9943	1.058	1.426	1.73	1.925	2.075	1.853	1.76	1.621	0.3489	0.03752	0	0	0
0.4202	0.6904	0.6453	0.6491	0.8217	0.9267	0.9905	1.197	1.962	2.127	2.442	2.352	1.842	0.9755	0	0.05419	0.07504	0.06003	0.03752	0
0.9342	1.069	1.231	1.272	1.561	1.696	1.771	1.613	1.767	2.019	2.131	2.176	1.974	1.955	1.831	1.932	2.206	2.307	2.161	1.936
0.7841	0.968	1.219	1.696	1.64	1.227	1.047	0.7541	1.193	1.279	1.576	1.542	1.414	1.52	1.414	2	2.412	2.375	1.868	1.475
1.67	1.658	1.381	1.343	1.688	2.071	2.21	1.853	1.595	1.448	1.437	1.384	1.474	1.49	1.403	1.474	1.501	1.55	1.591	1.52
1.399	1.497	1.516	1.587	1.523	1.636	2.052	2.135	1.996	1.876	1.902	2.345	2.581	2.686	2.146	2.33	1.977	1.692	1.666	1.775
1.928	2.195	1.872	1.793	1.418	1.189	1.193	1.272	1.501	1.883	1.7	1.617	1.632	1.388	1.463	1.666	1.658	2.285	2.866	2.769
1.722	1.613	1.651	1.396	1.429	1.666	1.655	2.172	2.866	2.776	2.367	1.61	1.317	1.598	2.18	2.559	2.581	2.292	2.15	1.76
1.527	1.313	1.685	2.33	2.559	2.566	2.251	2.086	1.696	1.756	1.587	1.628	1.711	1.505	1.625	2.172	2.54	2.908	2.848	2.315
1.557	2.06	2.457	2.881	2.851	2.439	2.124	2.195	2.788	3.14	3.058	2.893	2.533	3.317	3.662	3.32	3.557	3.148	2.938	2.244
2.555	3.095	3.009	3.08	2.566	2.975	3.553	3.576	3.433	3.272	3.065	2.585	1.876	1.651	1.628	1.595	1.452	1.362	1.49	1.306
1.373	1.328	1.505	1.782	1.673	1.617	1.595	1.752	1.962	2.165	2.105	2.052	2.15	2.439	2.458	2.304	2.034	2.101	2	1.891
2	1.891	1.531	1.49	1.531	1.523	1.775	1.846	1.801	1.52	1.414	1.396	1.422	1.411	1.317	1.411	1.392	1.67	1.587	1.471
1.167	0.9005	0.9267	0.998	1.141	1.054	1.291	1.508	1.76	1.812	1.752	2.007	2.232	2.585	2.623	2.435	2.307	2.18	1.936	1.722
2.071	2.022	1.808	1.741	1.891	1.872	1.737	1.662	1.538	1.797	1.91	1.722	1.636	1.598	1.501	1.369	1.043	1.437	1.426	1.287
0.6941	0.893	1.013	1.122	1.137	1.021	1.152	1.474	1.561	1.741	2.139	2.105	2.296	1.865	1.718	1.928	1.775	1.831	1.471	1.193
1.298	1.028	0.983	1.043	1.152	1.366	1.493	1.606	1.748	1.621	1.55	1.662	1.493	1.49	1.516	1.602	1.853	1.917	1.805	1.823
1.475	1.542	1.733	1.936	1.872	1.808	1.696	1.617	1.636	1.891	1.778	2.127	2.217	2.015	2.311	2.364	2.229	1.561	0.9943	0.7917
1.298	1.009	0.9342	0.8367	0.9868	0.8855	0.8442	1.144	1.231	1.306	1.448	1.141	1.058	2.24	2.698	2.6	1.685	0.4015	0.6416	0.7841
0.8104	0.7766	0.7579	0.9792	1.047	1.111	1.024	0.9417	0.9642	1.028	1.069	1.017	0.8892	1.009	1.043	1.137	1.189	1.058	1.358	1.238
0.938	0.7992	1.009	0.9192	1.054	0.6979	0.9267	1.257	1.58	1.823	1.429	1.306	1.898	1.632	1.613	0.9117	0.7129	0.7241	0.7691	0.7879
0.6791	0.7654	0.7579	0.9492	1.178	1.249	1.542	1.448	1.838	2.15	1.936	1.763	1.505	1.531	1.478	1.317	1.294	1.493	1.733	2.097
