0	0	0	0	0	1.741	2.686	4.029	6.439	8.036	8.237	6.059	4.313	2.977	1.91	1.612	1.836	1.955	1.761	2.223
0.1492	0.4328	0.6864	0.6864	0.2345	0.4178	0.6417	1.082	1.492	1.642	1.716	1.597	1.567	1.074	1.634	1.761	1.91	1.492	0	0.2798
0.5969	1.254	1.776	2.507	3.708	4.387	4.163	3.208	3.343	3.731	3.507	2.403	2.104	2.507	2.544	3.574	3.925	4.156	3.88	3.231
0	0	0	0	0.1492	0.1492	0.2388	0.6417	0.8357	1.045	1.104	1.373	1.418	1.537	1.388	0.582	0.4925	0.3731	0.2313	0.2985
0.776	1.388	1.477	0.9103	0.7461	0.3731	0.679	1.194	1.298	1.239	0.8804	0.7461	0.4477	0.194	0.1492	0.1492	0.1492	0.1492	0.1492	0.2686
0	0	0	0	0	0	0	2.015	2.179	1.985	1.567	1.03	0.4925	0.4477	0.3134	0.2985	0.2238	0.1492	0.1492	0.1492
0	0	0	0	0	0.1492	0.194	0.5671	0.776	0.8954	0.8954	0.3432	0.1492	0	0	0.1492	0.1492	0.1492	0.1492	0.1492
0	0	0	0	0	0	0.5372	0.4477	0.6268	0.8506	1.343	1.343	1.194	0.9401	0.8655	0.6118	0.4925	0.8208	0.8954	0.8804
0.7312	0.9252	1.343	1.433	1.671	2.537	3.074	5.298	7.402	8.431	8.984	7.148	5.536	4.149	4.134	5.387	6.312	5.178	4.738	3.507
2.403	1.358	0.4775	0.2985	0.2985	0.2985	0.2985	0.2835	0.1492	0.3648	1.045	1.045	1.045	1.045	0.7909	0.5969	0.4477	0.4701	0.1343	0.07461
0	6.029	5.104	2.731	1.985	1.686	2.522	3.596	4.193	4.768	4.201	3.104	2.388	2.149	1.5	0.9103	0.8655	1.671	1.074	0.1492
0	0	0	1.684	1.179	0.9252	0.4477	0.8954	1.194	1.134	0.7312	0.4477	0.2537	0.2835	0.2985	0.5521	1.559	2.313	2.313	1.679
0.1492	0.1492	0.1492	1.03	1.239	1.194	1.089	1.298	1.627	1.642	1.418	0.5969	0.2537	0.1492	0	0	0	0	0	0
0.3731	0.291	0.1492	0.1492	0.2537	0.2985	0.4029	0.7461	0.8804	1.164	0.9998	0.7461	0.6715	0.5372	0.3731	0.2052	0	0	0	0
0.1492	0.1492	0.1492	0.1492	4.537	4.828	5.641	8.312	11.44	15.11	14.76	11.45	6.872	3.798	0	0	0	0	0	0
4.268	5.477	5.492	4.313	2.194	1.03	0.5389	1.686	1.97	1.761	1.38	1.328	1.194	0.7163	0.4626	0.4029	0.5074	0.5372	0.3731	0.1492
0.2985	1.149	2.059	2.134	1.343	0.9551	1.254	2.074	2.059	1.821	1.448	1.164	1.328	0.97	0.6864	0.5074	1.015	1.791	2.059	1.642
0	0	0	0	0	0.7461	0.8804	1.074	1.388	1.985	1.895	1.313	0.9998	0.4775	0.7387	0.7014	0.771	0	0	0
0.1492	0.1492	0.1492	0.1492	0.1492	0.1791	0.3432	0.8357	1.194	1.477	0.97	0.6268	0.5372	0.4477	0.4477	0	0	0	0	0
0	0	0	0	0	0.1492	0.1492	0.4328	0.5969	0.6118	0.582	0.5521	0.4477	0.3731	0.1791	0.1492	0	0	0	0
0.1492	0.1791	0.5223	0.5223	0.3507	0.5223	0.4626	0.8058	1.552	2.552	2.626	2.485	1.671	1.03	0.7461	0	0	0.1492	0.1492	0.1492
0	0	0.1492	0.2089	0.3731	0.3731	0.4328	0.9998	2.358	5.805	8.073	8.178	5.499	2.074	1.089	0.7238	0.2985	0.1492	0.2985	0.4477
1.194	0.8208	0.5969	0.3731	0.3283	0.5074	0.7312	0.6268	0.8655	1.134	1.03	1.477	1.462	1.313	1.38	1.239	1.179	0.8954	0.582	0.2089
0.1492	0.194	0.4477	0.2985	0.2985	0.8655	1.239	1.522	1.761	1.985	1.91	1.448	1.045	0.7312	0.4178	0.4477	0.3432	0.2985	0.2686	0.2537
1.104	1.224	1.089	0.9103	0.9998	0.5372	0.388	0.3283	0.3134	0.4775	0.7461	0.6268	0.6566	0.97	1.865	2.597	3.775	4.298	3.85	2.059
1.373	1.074	1.448	1.418	1.433	1.104	1.164	1.179	1.239	1.888	2.626	2.582	2.089	1.134	1.171	1.179	1.209	1.507	1.627	1.701
0	0	0	0	0	0	3.233	2.388	2.82	3.477	4.104	4.686	4.037	2.776	2.373	0.97	0.1492	0.1492	0.1492	0.2686
4.701	3.656	3.417	2.462	1.821	1.186	1.358	1.791	3.656	7.969	11.82	17.19	19.88	21.61	20.58	17.16	12.82	7.208	0.9401	0.1492
0	0	0	0	0	0	1.38	6.103	6.82	6.865	4.581	0.1492	0.1492	0.1492	0.1492	0.1492	0.1492	0.3581	0.4477	0.4477
0.1492	0.1492	0.1492	0.1492	0.1492	0	0	0	0.1492	0.2238	14.28	12.7	9.446	6.014	3.94	1.94	1.224	0.6268	0.8208	1.164
0.1492	0.1492	0.1492	0.1492	0.194	0.2985	0.2985	0.2686	0.5521	0.8954	0.8804	0.6118	0.4328	0.194	0.2388	0.4029	0.3283	0.4477	0.4626	0.4029
0	0	0.1492	0.1492	0.1492	0.1492	0.1492	0.6268	1.015	1.552	1.507	1.597	0.8506	0.5671	0.388	0	0	0	0	0
0	0	0.3283	0.5521	0.6268	0.8506	1.119	1.388	1.433	1.492	1.134	0.3134	0.2985	0.2985	0.2985	0.1492	0.1492	0.1492	0.1492	0.1492
0.7163	0.9252	0.1492	0.1492	0.1492	0.2686	0.2985	0.2985	0.2089	1.194	1.134	0.8655	0.5671	0.2985	0.2985	0.2985	0.2089	0.07461	0.07461	0.1268
0	0.194	0.3581	0.3432	0.5671	0.7461	0.7461	0.8954	1.134	1.179	0.8954	0.6268	0.3432	0.1492	0	0	0.1492	0.2835	0.4178	0.8506
0.194	0.1492	0.2238	0.1492	0.194	0.2537	0.7984	1.448	2.119	2.626	2.671	1.597	1.231	0.8357	0.4775	0.1492	0.1492	0.1492	0.1492	0
1.007	1.343	1.224	0.8804	1.007	0.9401	0.97	1.03	1.268	1.358	1.343	1.119	1.343	1.149	1.328	1.522	1.597	1.701	1.642	0
0.5521	0.4477	0.7163	0.9551	0.8357	0.7387	0.582	0.9252	1.403	1.477	1.224	0.3134	0.07461	0.1492	0.1492	0.2835	0.5969	0.6566	0.8506	0.8655
0.1492	0.1492	0.1492	0	0	0.2985	0.2985	0.3731	0.6268	1.507	1.985	2.059	1.171	0.4925	0.4477	0.4178	0.6715	1.268	1.686	2.88
