0	0	0	0	0	0	0.1315	0.605	1.447	1.447	1.289	1.013	0.4676	0	0	0	0	0	0	0
0.6313	0.7891	0.5787	0.5261	0	0	0.3946	0.6313	1.552	2.815	3.104	2.525	1.105	0.7891	0.6576	0	0	0	0	0
0	0	0	0	0	0	0	0.263	0.3157	1.657	2.631	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2.63	3.946	4.025	1.947	0.342	0.263	0.3507	1.105	1.184	1.447	0	0
0	2.104	3.893	4.117	2.144	0.4472	0.263	0.3069	1.052	1.184	1.315	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1.447	1.42	0.9733	0.3946	0	0	0	0	0	0	0
0	0	0	0.263	0.263	0.263	2.367	3.656	4.209	4.419	2.815	1.368	1.131	0.5261	0.5787	1.315	2.775	2.815	2.446	2.025
0.263	0	0	0	0	0	0.3157	0.5261	1.052	4.801	6.024	5.261	1.605	0.1315	0	0.263	0.263	0.263	0	0
0	0	0	0	0	0	0	0.4134	1.947	3.788	3.656	2.631	1.611	0	0	2.183	4.695	4.735	4.182	1.434
0	0	0.5261	0.5261	0.5261	0	0.3946	0.3946	1.289	3.209	3.288	2.986	1.447	0.263	0	0	0	0	0	0
0	0	0.263	0.263	0.263	0.263	1.605	2.841	3.814	4.182	3.748	2.131	1.289	0.263	0	0	0	0	0	0
0.263	0.263	0.5787	0.7891	0.7628	0.8944	1.289	2.683	3.078	3.157	3.275	1.526	1.105	0.9207	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.5787	1.381	1.42	1.157	0.9207	0.5524	0.3946	0	0	0	0	0
0	0	0	0	0	0	0	2.302	4.367	4.735	4.564	1.827	0	0	0	0	0	0	0	0
0.263	0.263	0.263	0.263	0	0	0	0	0.7891	1.552	1.499	1.105	0.263	0.4603	0.6576	1.079	1.315	1.315	0	0
0	0	0	0	0	0	0	0	0	1.973	1.776	0.8944	0.5261	0	0	0	0	0	0	0
0.263	0.263	0	0	0	0.263	0.2894	0.9338	2.236	2.025	2.236	1.841	0.9207	0.5261	0.4735	0.263	0.263	0	0	0
0	0	0	0	0	0	0.263	0.4209	1.565	3.13	3.341	2.407	0.947	0	0	0	0	0	0	0
0	0	0	0	0	0.3946	0.5261	0.5261	1.684	2.315	1.815	1.105	0.4885	0	0	0	0	0	0	0
0.263	0.263	0.4209	1.289	1.315	2.815	5.616	12.59	16.89	17.18	11.94	3.788	1.079	2.407	2.42	1.052	0.263	0.263	0.263	0.263
0	0	0	0	0.263	0.263	0.342	1.052	1.578	1.552	0.8681	0.4209	0.6839	0.8418	0.7891	0.7891	0.7891	0.4209	0.263	0
0.3946	0.3946	0	0	0	0	0	0	0	1.666	2.104	2.289	1.973	0.8681	0.263	0.263	0.6576	1.315	1.315	0.6839
0	0	0	0	0	0	0	0.4384	0.5787	1.289	1.315	1.131	0.7365	0	0	0	0	0	0.263	0.263
0.1315	0.1315	0.1315	0.2338	0.263	0.6313	1.131	3.709	4.998	4.919	2.894	0.263	0	0.263	0.7497	0.9207	0.9207	0.9207	0	0
0.263	0	0	0	0	0	0	0	0.263	0.8681	1.315	1.052	0.263	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.263	0.4998	1.578	1.578	1.21	0.5787	0.4735	0.5261	0.5261	0.4384	0	0	0
0	0	0	0	0.263	0.3683	0.6839	7.089	32.18	59.27	61.5	48.09	9.391	1.355	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.4384	1.381	3.604	3.63	2.104	0.3946	0.263	0	0.263	0.263	0.263	0.263
0	0	0	0	0	0	1.217	4.09	5.327	5.261	2.134	0	0	0	0	0	0	0	0	0
1.21	0.6313	0.5261	0.263	0.263	0.263	0.3025	0.6576	1.079	2.578	3.551	3.341	1.947	0.2894	0.263	0	0	0	0	0
0	0	0	0	0	1.21	1.473	2.262	1.815	3.012	3.841	2.894	1.552	1.184	0.7891	1.079	1.052	1.019	0	0
0	0	0	0	0	0	0	0	0.7891	1.473	1.841	1.723	1.013	0.4998	0	0	0	0	0	0
0	0	0	0	0	0	0	0.263	0.605	1.631	2.367	2.183	1.473	0.8681	0.3215	0	0	0	0	0
0	0	0	0	0	0	0.263	1.644	3.393	3.551	3.262	1.394	0.7628	0.4209	0.263	0.263	0.263	0	0	0
0.263	0.263	0.263	0.263	0.263	0.263	0	0	1.414	2.499	2.578	1.841	0.6313	0.263	0	0	0	0	0	0
0	0	0	0	0	0	0.5261	0.6576	1.749	2.552	3.209	2.262	1.394	1.052	0.6013	0	0	0	0	0
0.263	0.263	0	0	0.263	0.263	0.263	2.249	3.104	3.499	3.814	2.749	1.236	0.8418	0.2894	0.263	0	0	0	0.263
0	0	0	0	0	0	0	1.052	2.157	2.657	2.289	1.894	1.131	1.052	1.052	0.3157	1.184	1.473	1.841	1.789
2.604	2.131	1.552	1.052	1.105	0.7365	0.5524	1.315	1.684	1.947	1.473	0.947	0.263	0.263	0	0	0	0	0	0
0	0	0	0	1.513	1.052	0.8549	0.263	6.945	12.23	12.49	7.957	3.354	1.578	0	0.263	0.2894	0.8155	1.315	1.473
0	0	0	0	0	0	0.263	1.065	4.419	5.577	5.261	3.288	0.5787	0.263	0.263	0.4472	0.9338	3.446	3.499	2.275
3.459	5.156	5.471	4.34	1.473	0.263	0.263	0.342	0.4209	2.749	3.551	2.907	1.657	0.5787	0	0.263	1.184	1.815	1.71	1.026
1.434	3.551	3.446	1.933	1.079	0.263	0	0.8267	1.71	1.841	1.315	0.7891	0.5524	0.5261	0.5261	0	0	0	0	0.263
1.868	1.407	0.5393	0.263	0.263	0.263	0.947	3.104	6.208	7.471	7.089	4.196	2.341	1.315	0.5787	0.2894	0.263	0	0	0
0	0	0	0	0	0	0	0.7891	2.828	7.497	7.891	5.774	1.328	1.394	4.235	16.02	17.99	14.76	4.327	0.6138
2.315	1.71	1.552	0.6388	0	0	0.5787	3.078	4.735	4.735	2.63	0.3006	0	0	0	0	0	0	0	0
0.5261	0.5261	0.5261	0.5261	0	0	0	1.24	3.38	3.735	2.867	1.723	0.5261	0.3946	0.263	0	0	0	0	0
0	0	0	0	0	0	0.5129	1.657	3.406	5.761	4.998	3.88	2.144	0.263	0	0	0	0	0	0
0	0	0	0	0	0	0	0.7516	1.157	1.578	1.236	0.7365	0.263	0.263	0.263	0.263	0.263	0.263	0	0
0.263	0.263	0	0	0	0	0	0.263	0.5261	1.263	1.71	1.71	1.381	0.4676	0	0	0	0	0	0
1.21	0.7365	0.4735	0.263	0	0	0.263	0.3683	0.4735	0.8681	1.578	1.67	1.605	0.8155	0.6576	0.4209	0.263	0	0	0
0.5261	0.263	0.263	0.263	1.605	3.183	3.998	2.867	2.92	3.946	4.077	3.367	1.578	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	3.827	6.116	6.103	6.313	4.538	2.341	1.631	0.605	0.4735	0	0
0	0	0	0.5261	0.7891	0.7891	0.5787	0.8681	1.973	6.05	9.338	7.642	4.314	0.9733	0.263	0	0	0	0	0
0	0	0	0	0	0	0	2.104	3.814	4.735	4.472	2.972	1.052	0.263	0	0	0	0	0	0
